Regno Lact DIM no_test Ageday milk htd milk.1 fat pro L1 L2 L3 L4 L5 L6
4128192 1 135 3 937 29 352213893 29 1.15 0.94 0.707 -0.164 -0.748 0.365 0.784 -0.541
4094449 1 15 3 749 37 352213866 37 0 0 0.707 -1.151 1.303 -1.243 7.327 -0.635
1394763 1 54 3 771 37 102113896 37 1.08 1.08 0.707 -0.83 0.299 0.445 2.389 0.768
4098474 1 247 3 1016 17.4 356813894 17.4 0.47 0.57 0.707 0.756 0.114 -0.632 1.841 -0.458
1453196 1 209 3 1012 31.4 1170138912 31.4 0.95 1.12 0.707 0.444 -0.479 -0.794 0.851 0.732
2052242 1 111 3 945 36 2138810 36 1.12 1.25 0.707 -0.362 -0.584 0.708 0.797 -0.812
1490017 1 225 3 1116 24.4 1030138912 24.4 0.79 0.79 0.707 0.575 -0.267 -0.833 1.072 0.361
3074901 1 84 3 825 36.8 29413855 36.8 1.4 1.08 0.707 -0.584 -0.252 0.831 1.093 -0.329
1452246 1 79 3 848 34.69 110113909 34.69 1.43 1.02 0.707 -0.625 -0.174 0.811 1.217 -0.157
5641477 1 137 3 929 52 706013941 52 0 1.84 0.707 -0.148 -0.756 0.331 0.786 -0.496
5614747 1 153 3 1099 24.2 14138511 24.2 0 0 0.707 -0.016 -0.79 0.038 0.795 -0.059
8618662 1 290 3 1037 38 39013923 38 0.84 1.09 0.707 1.11 1.156 0.936 6.397 -0.002
1483813 1 172 3 956 44 1234139112 44 0.75 1.36 0.707 0.14 -0.76 -0.313 0.787 0.472
1494379 1 238 3 1133 16.2 129613904 16.2 0.54 0.46 0.707 0.682 -0.055 -0.755 1.442 -0.107
1396200 1 144 3 904 27 100913904 27 0.9 0.81 0.707 -0.09 -0.778 0.205 0.791 -0.316
4151111 1 162 4 812 38.8 3531139010 38.8 1.64 1.25 0.707 0.058 -0.785 -0.131 0.794 0.204
1386283 1 11 3 817 28 13513887 28 1.06 0.97 0.707 -1.184 1.425 -1.51 8.149 -1.297
1587463 1 204 3 999 37.2 135713944 37.2 1.17 1.19 0.707 0.403 -0.534 -0.757 0.818 0.787
7863383 1 46 3 752 31.7 15546139312 31.7 0.91 0.94 0.707 -0.896 0.479 0.222 3.028 0.947
1529731 1 194 3 915 28 1551513932 28 1.03 0.98 0.707 0.321 -0.628 -0.651 0.785 0.806
1552241 1 63 3 862 32.3 127913931 32.3 1.27 1.06 0.707 -0.756 0.114 0.632 1.841 0.458
4185005 1 217 3 1071 37.2 360013932 37.2 1.12 1.04 0.707 0.51 -0.38 -0.831 0.936 0.582
1459631 1 282 3 1056 30.4 102313926 30.4 0.68 0.92 0.707 1.044 0.932 0.504 5.116 -0.651
7854698 1 85 3 772 42.4 15520139310 42.4 1.17 1.23 0.707 -0.575 -0.267 0.833 1.072 -0.361
1298400 1 147 3 866 27 1234138510 27 0.61 0.67 0.707 -0.066 -0.784 0.15 0.793 -0.233
3169809 1 276 3 1249 17 261513939 17 0.51 0 0.707 0.995 0.773 0.226 4.307 -0.896
3134823 1 26 3 690 26.5 205413907 26.5 0.53 0 0.707 -1.06 0.987 -0.606 5.414 0.526
1585111 1 218 3 937 35.8 1410139312 35.8 1.32 1.22 0.707 0.518 -0.367 -0.833 0.95 0.558
1376825 1 101 3 827 44 313883 44 0 0 0.707 -0.444 -0.479 0.794 0.851 -0.732
1313814 1 143 3 894 38.4 104113863 38.4 1.25 1.1 0.707 -0.099 -0.775 0.224 0.791 -0.343
5020977 1 196 3 976 24 154138812 24 0 0 0.707 0.337 -0.611 -0.675 0.788 0.812
6919417 1 246 3 1017 33.4 24513877 33.4 1.14 0 0.707 0.748 0.094 -0.648 1.79 -0.42
4165316 1 268 3 997 36.6 17613928 36.6 0.34 1.28 0.707 0.929 0.573 -0.088 3.408 -0.983
8119760 1 65 3 798 23.5 1650013916 23.5 0.7 0.73 0.707 -0.74 0.075 0.664 1.741 0.381
5022905 1 48 3 776 23 15413907 23 0 0 0.707 -0.879 0.432 0.283 2.853 0.915
2059641 1 245 3 964 21 2713915 21 0.67 0 0.707 0.74 0.075 -0.664 1.741 -0.381
1353337 1 280 3 1029 0 110113884 0 0 0 0.707 1.027 0.879 0.407 4.833 -0.753
1601495 1 72 3 755 29.4 147413942 29.4 0.96 0.78 0.707 -0.682 -0.055 0.755 1.442 0.107
4150658 1 221 4 763 34.2 356613909 34.2 1.01 1.09 0.707 0.542 -0.325 -0.837 0.997 0.479
1358202 1 247 3 1007 29.2 102313892 29.2 1.08 0.76 0.707 0.756 0.114 -0.632 1.841 -0.458
5005602 1 177 3 938 34 15413867 34 0 0 0.707 0.181 -0.739 -0.399 0.783 0.585
3072950 1 245 3 1088 30 209138511 30 0.84 0 0.707 0.74 0.075 -0.664 1.741 -0.381
5623693 1 89 3 817 36.5 61013896 36.5 1.3 0 0.707 -0.542 -0.325 0.837 0.997 -0.479
1469940 1 41 3 783 18.8 15588139011 18.8 0.59 0.67 0.707 -0.937 0.598 0.052 3.51 0.984
2060337 1 230 3 926 18 2702413919 18 0.38 0 0.707 0.616 -0.19 -0.816 1.19 0.193
3122571 1 120 3 1004 36.6 29413902 36.6 1.07 1.05 0.707 -0.288 -0.66 0.599 0.78 -0.78
1360417 1 167 3 895 32 105213883 32 1.25 1 0.707 0.099 -0.775 -0.224 0.791 0.343
1433259 1 111 3 837 31.8 10513908 31.8 1.18 0.97 0.707 -0.362 -0.584 0.708 0.797 -0.812
1471645 1 253 3 1003 29 105913923 29 1.76 0.87 0.707 0.806 0.235 -0.515 2.188 -0.673
1587074 1 214 3 897 17 115913944 17 0.59 0.53 0.707 0.485 -0.419 -0.821 0.899 0.647
1563932 1 59 3 792 42 105913939 42 1.44 1.27 0.707 -0.789 0.194 0.557 2.065 0.605
7823500 1 207 3 995 37.4 105713895 37.4 0.62 1.03 0.707 0.427 -0.502 -0.781 0.836 0.758
4179158 1 225 3 933 34.8 350713928 34.8 1.31 1.06 0.707 0.575 -0.267 -0.833 1.072 0.361
6026072 1 83 2 794 8.5 19813909 8.5 8.5 0.25 0.707 -0.592 -0.237 0.828 1.116 -0.296
2065847 1 276 3 1208 32.3 2613938 32.3 1.32 1.11 0.707 0.995 0.773 0.226 4.307 -0.896
5010264 1 48 3 956 26.5 5028138810 26.5 0.8 0.77 0.707 -0.879 0.432 0.283 2.853 0.915
2048275 1 197 3 913 38 1013874 38 1.23 1.17 0.707 0.345 -0.602 -0.686 0.791 0.813
3118675 1 259 3 1046 37.4 251013896 37.4 1.08 1.08 0.707 0.855 0.365 -0.368 2.611 -0.849
1557302 1 249 3 1055 44 358913937 44 1.53 1.49 0.707 0.773 0.153 -0.596 1.949 -0.533
4126218 1 134 3 960 32 360013889 32 0 0 0.707 -0.173 -0.743 0.382 0.783 -0.563
1329885 1 165 3 950 33.2 251013866 33.2 1.39 0.86 0.707 0.082 -0.78 -0.187 0.792 0.289
1529916 1 229 3 1008 36 3139112 36 0.91 1.27 0.707 0.608 -0.206 -0.821 1.164 0.228
1444237 1 248 3 909 32.5 114213907 32.5 1.34 1.08 0.707 0.764 0.133 -0.614 1.894 -0.496
1572078 1 168 3 1268 29.8 101713943 29.8 0.76 0.84 0.707 0.107 -0.773 -0.242 0.79 0.37
2063833 1 207 3 909 44.4 10139311 44.4 1.33 1.52 0.707 0.427 -0.502 -0.781 0.836 0.758
7410521 1 211 3 904 33.8 18413884 33.8 1.39 1.18 0.707 0.46 -0.456 -0.806 0.868 0.702
1415033 1 295 3 1062 33.4 11013914 33.4 0.77 1.08 0.707 1.151 1.303 1.243 7.327 0.635
1645965 1 144 3 899 28 149713931 28 0.83 0.88 0.707 -0.09 -0.778 0.205 0.791 -0.316
3129921 1 80 3 879 49.4 29413909 49.4 1.32 1.73 0.707 -0.616 -0.19 0.816 1.19 -0.193
1506047 1 207 3 895 27.83 110113925 27.83 0.93 0.78 0.707 0.427 -0.502 -0.781 0.836 0.758
4074956 1 86 3 824 44.5 352213858 44.5 0.76 0 0.707 -0.567 -0.282 0.835 1.052 -0.392
5022950 1 152 3 895 36.7 154139011 36.7 0 0 0.707 -0.025 -0.79 0.056 0.795 -0.088
4079533 1 256 3 971 33.4 11213861 33.4 1.32 0.97 0.707 0.83 0.299 -0.445 2.389 -0.768
1400662 1 201 3 938 32 2013904 32 0.91 1.17 0.707 0.378 -0.565 -0.729 0.804 0.806
8606152 1 34 3 909 45.4 2100313855 45.4 1.24 0 0.707 -0.995 0.773 -0.226 4.307 0.896
9361490 1 115 3 934 15.5 2713877 15.5 0.56 0 0.707 -0.329 -0.62 0.663 0.786 -0.809
9361663 1 268 3 1150 23 2713884 23 0.83 0 0.707 0.929 0.573 -0.088 3.408 -0.983
4178850 1 230 3 938 29 353113926 29 0.76 0.95 0.707 0.616 -0.19 -0.816 1.19 0.193
7848467 1 290 3 973 28.2 1551513928 28.2 1.05 1.06 0.707 1.11 1.156 0.936 6.397 -0.002
3081810 1 205 3 1043 27.8 232413865 27.8 0.7 0.67 0.707 0.411 -0.524 -0.765 0.824 0.779
7415606 1 222 3 907 30.3 1302513916 30.3 0.64 0.81 0.707 0.551 -0.311 -0.837 1.014 0.451
2069096 1 122 3 893 28.4 513922 28.4 0.74 0.81 0.707 -0.271 -0.674 0.571 0.779 -0.761
1544803 1 36 3 697 28 105213923 28 0.8 0.87 0.707 -0.978 0.722 -0.141 4.064 0.941
9714779 1 140 3 917 48 313943 48 1.54 1.62 0.707 -0.123 -0.767 0.278 0.788 -0.422
4098403 1 100 3 874 35 356813888 35 1.14 1.02 0.707 -0.452 -0.467 0.801 0.859 -0.718
4155380 1 19 3 682 24.2 3527139010 24.2 0.76 0.91 0.707 -1.118 1.185 -0.995 6.574 -0.109
1407387 1 22 3 780 37 1208138811 37 1.3 0.78 0.707 -1.093 1.099 -0.822 6.053 0.204
9365352 1 89 3 938 26.5 27026139012 26.5 0.4 0 0.707 -0.542 -0.325 0.837 0.997 -0.479
4177103 1 62 3 878 26 360013922 26 0.63 0.79 0.707 -0.764 0.133 0.614 1.894 0.496
4214573 1 154 3 840 39.2 355913942 39.2 1.23 1.32 0.707 -0.008 -0.79 0.019 0.795 -0.03
1428181 1 15 3 807 21.2 67313888 21.2 0.71 0.71 0.707 -1.151 1.303 -1.243 7.327 -0.635
1285922 1 175 3 1083 29 100913874 29 1.27 0.96 0.707 0.164 -0.748 -0.365 0.784 0.541
1355028 1 301 3 1091 34 133613895 34 1.32 1.17 0.707 1.2 1.487 1.651 8.587 1.686
3153293 1 25 3 913 34.2 15613925 34.2 1.03 0.89 0.707 -1.069 1.015 -0.658 5.568 0.455
1253071 1 273 3 1080 39 110138512 39 1.59 1.01 0.707 0.97 0.697 0.101 3.947 -0.957
4145170 1 290 3 1433 38 1413904 38 0 0 0.707 1.11 1.156 0.936 6.397 -0.002
4199712 1 127 3 834 38 356913936 38 0.67 1.32 0.707 -0.23 -0.707 0.496 0.779 -0.694
4100795 1 46 3 742 38.4 350013876 38.4 1.27 1.11 0.707 -0.896 0.479 0.222 3.028 0.947
3122541 1 206 3 1008 42.4 201613903 42.4 1.23 1.43 0.707 0.419 -0.513 -0.773 0.83 0.769
4074403 1 220 3 918 40.2 355513867 40.2 0 0 0.707 0.534 -0.339 -0.836 0.98 0.506
7863108 1 266 3 977 32.2 15542139311 32.2 0.98 1.15 0.707 0.912 0.526 -0.157 3.212 -0.971
1291484 1 170 3 1255 29.2 1551513863 29.2 0.72 0.72 0.707 0.123 -0.767 -0.278 0.788 0.422
3101500 1 22 3 1116 30 204913886 30 0.75 1.04 0.707 -1.093 1.099 -0.822 6.053 0.204
9359993 1 63 3 880 25.4 2713863 25.4 0.84 0 0.707 -0.756 0.114 0.632 1.841 0.458
7848497 1 241 3 926 27.6 1551513927 27.6 0 0 0.707 0.707 0 -0.72 1.56 -0.225
3099682 1 18 3 741 11 125138612 11 0.38 0.37 0.707 -1.126 1.214 -1.055 6.756 -0.229
7827061 1 62 3 746 22.5 1554613901 22.5 0.56 0.61 0.707 -0.764 0.133 0.614 1.894 0.496
1526242 1 157 3 924 29 1551513918 29 0.77 0.99 0.707 0.016 -0.79 -0.038 0.795 0.059
1607580 1 70 3 802 33 67313936 33 1.01 0.94 0.707 -0.699 -0.019 0.733 1.52 0.185
4081635 1 297 3 1025 37.8 352413867 37.8 0 0 0.707 1.167 1.363 1.374 7.729 0.948
5012464 1 113 3 919 32.3 15413894 32.3 0 0 0.707 -0.345 -0.602 0.686 0.791 -0.813
1577751 1 191 3 863 35.4 104113941 35.4 1.29 1.09 0.707 0.296 -0.652 -0.612 0.781 0.788
1400594 1 232 3 929 32 2013903 32 0.64 0.96 0.707 0.633 -0.157 -0.805 1.245 0.121
1503042 1 274 3 957 25 135139111 25 0.78 0.83 0.707 0.978 0.722 0.141 4.064 -0.941
4144339 1 246 3 954 37.8 357913883 37.8 1.35 1.2 0.707 0.748 0.094 -0.648 1.79 -0.42
1454037 1 212 3 940 42.6 134113905 42.6 0.59 1.21 0.707 0.469 -0.444 -0.812 0.878 0.685
1452128 1 298 3 1003 36 110113911 36 1.56 1.13 0.707 1.175 1.394 1.441 7.937 1.118
4158513 1 14 3 767 29 3597139012 29 1.11 1.26 0.707 -1.159 1.333 -1.308 7.526 -0.787
5023223 1 242 3 1322 28 15413923 28 1.06 0.79 0.707 0.715 0.018 -0.707 1.603 -0.264
1312044 1 201 3 936 28.6 115013861 28.6 1.15 0.87 0.707 0.378 -0.565 -0.729 0.804 0.806
1438900 1 71 3 852 38.4 123613908 38.4 0.89 1.08 0.707 -0.69 -0.037 0.744 1.48 0.146
1330960 1 182 3 931 26.1 123413873 26.1 0.5 0.91 0.707 0.222 -0.713 -0.481 0.779 0.678
3136078 1 58 3 837 37.6 204913907 37.6 1.37 1.38 0.707 -0.797 0.215 0.536 2.125 0.639
9727984 1 63 3 748 35.6 133013942 35.6 0.73 0.99 0.707 -0.756 0.114 0.632 1.841 0.458
4081922 1 233 3 1114 16 351413862 16 0.67 0.53 0.707 0.641 -0.141 -0.798 1.274 0.084
2049499 1 57 3 798 34 10138811 34 1.16 1.08 0.707 -0.806 0.235 0.515 2.188 0.673
4178732 1 111 3 822 42.08 350013923 42.08 0.89 1.13 0.707 -0.362 -0.584 0.708 0.797 -0.812
4150521 1 277 4 961 26.6 3558139111 26.6 1.08 0.78 0.707 1.003 0.799 0.27 4.434 -0.867
1284342 1 171 3 968 30.4 110113879 30.4 0.67 0.96 0.707 0.132 -0.763 -0.296 0.788 0.447
3108739 1 247 3 994 0 2300138811 0 0 0 0.707 0.756 0.114 -0.632 1.841 -0.458
4193924 1 122 3 886 30.5 3573139212 30.5 1.05 0.93 0.707 -0.271 -0.674 0.571 0.779 -0.761
1487664 1 255 3 1115 28 120413923 28 0.84 0.93 0.707 0.822 0.278 -0.469 2.32 -0.737
1300425 1 98 3 832 33.8 105913867 33.8 1.17 1.03 0.707 -0.469 -0.444 0.812 0.878 -0.685
1327981 1 169 3 1004 37.6 100213878 37.6 1.32 1.24 0.707 0.115 -0.77 -0.26 0.789 0.396
3144790 1 74 3 834 39.4 225513918 39.4 1.5 1.31 0.707 -0.666 -0.09 0.774 1.371 0.029
1411759 1 149 3 857 41.6 113613898 41.6 1.41 1.26 0.707 -0.049 -0.787 0.113 0.794 -0.176
5021757 1 295 3 1001 35.3 154138912 35.3 0 0 0.707 1.151 1.303 1.243 7.327 0.635
4157575 1 75 3 769 40.4 3559139011 40.4 1.03 1.56 0.707 -0.658 -0.107 0.783 1.337 -0.009
1327421 1 260 3 988 36 10713881 36 0 0 0.707 0.863 0.387 -0.341 2.689 -0.873
1548629 1 41 3 751 22 1052139212 22 0.52 0.63 0.707 -0.937 0.598 0.052 3.51 0.984
1589784 1 103 3 764 31.8 1076139312 31.8 1.07 0.94 0.707 -0.427 -0.502 0.781 0.836 -0.758
2062044 1 251 3 984 33 1013922 33 0.64 0.94 0.707 0.789 0.194 -0.557 2.065 -0.605
1372158 1 160 3 939 42 105913892 42 1.39 1.07 0.707 0.041 -0.788 -0.094 0.795 0.147
2056382 1 129 3 847 33.4 1013912 33.4 1.53 1.05 0.707 -0.214 -0.718 0.465 0.78 -0.661
1539976 1 71 3 795 31 1438139112 31 0.39 0.92 0.707 -0.69 -0.037 0.744 1.48 0.146
7852164 1 302 3 1019 41.8 20113939 41.8 1.89 1.46 0.707 1.208 1.518 1.723 8.814 1.895
8616357 1 159 3 979 37 39013942 37 1.3 1.3 0.707 0.033 -0.789 -0.075 0.795 0.118
1433441 1 228 3 1053 34 10513918 34 1.19 1.24 0.707 0.6 -0.221 -0.825 1.139 0.262
6023942 1 37 3 677 0 198138811 0 0 0 0.707 -0.97 0.697 -0.101 3.947 0.957
7855585 1 250 3 986 25.6 1558413937 25.6 0.75 0.83 0.707 0.781 0.174 -0.577 2.006 -0.569
2050461 1 301 3 1024 23.8 1413885 23.8 0 0 0.707 1.2 1.487 1.651 8.587 1.686
1359260 1 162 3 849 30.6 106513877 30.6 0.55 0.92 0.707 0.058 -0.785 -0.131 0.794 0.204
6930512 1 34 3 1037 28 13913913 28 0.94 0.77 0.707 -0.995 0.773 -0.226 4.307 0.896
4156283 1 99 3 807 27.3 2611139110 27.3 0.85 0.83 0.707 -0.46 -0.456 0.806 0.868 -0.702
1546223 1 269 3 1098 44.7 123413939 44.7 1.38 1.56 0.707 0.937 0.598 -0.052 3.51 -0.984
4158830 1 41 4 820 36.8 355813918 36.8 1 1.04 0.707 -0.937 0.598 0.052 3.51 0.984
1394820 1 267 3 978 35 102113904 35 1.33 1.18 0.707 0.921 0.549 -0.123 3.309 -0.978
1482561 1 157 3 970 21.4 10713924 21.4 0.82 0.69 0.707 0.016 -0.79 -0.038 0.795 0.059
7839076 1 209 3 1003 27 12413922 27 0.82 0.8 0.707 0.444 -0.479 -0.794 0.851 0.732
2053644 1 23 3 917 30 2713893 30 0.84 0 0.707 -1.085 1.071 -0.766 5.888 0.294
1460796 1 153 3 967 38 106013919 38 1.16 1.17 0.707 -0.016 -0.79 0.038 0.795 -0.059
3147708 1 37 3 1195 36 2541139210 36 0.97 1.14 0.707 -0.97 0.697 -0.101 3.947 0.957
1408350 1 290 3 984 38.2 1236138911 38.2 1.28 1.15 0.707 1.11 1.156 0.936 6.397 -0.002
1428269 1 151 3 877 25 673138812 25 0.64 0.66 0.707 -0.033 -0.789 0.075 0.795 -0.118
4145593 1 107 3 849 19.6 352513911 19.6 0.15 0.64 0.707 -0.395 -0.544 0.748 0.813 -0.795
9406641 1 188 3 989 23 2801013862 23 0.81 0 0.707 0.271 -0.674 -0.571 0.779 0.761
4222618 1 70 3 793 43 3528139312 43 1.65 1.21 0.707 -0.699 -0.019 0.733 1.52 0.185
8272678 1 140 3 945 34 17352138712 34 0 0 0.707 -0.123 -0.767 0.278 0.788 -0.422
9362765 1 99 3 813 29 2713885 29 0.75 0 0.707 -0.46 -0.456 0.806 0.868 -0.702
7406474 1 36 3 795 33.4 18413856 33.4 0.97 1.03 0.707 -0.978 0.722 -0.141 4.064 0.941
1295085 1 153 3 1903 14 127813885 14 0.54 0.4 0.707 -0.016 -0.79 0.038 0.795 -0.059
4191526 1 261 3 970 23.11 350013933 23.11 0.72 0.66 0.707 0.871 0.41 -0.312 2.77 -0.895
4128890 1 239 3 993 30.8 3550138810 30.8 0 0 0.707 0.69 -0.037 -0.744 1.48 -0.146
1407350 1 226 3 935 34.2 120813893 34.2 1.49 0.96 0.707 0.584 -0.252 -0.831 1.093 0.329
4123989 1 146 3 992 41.5 350413893 41.5 0 0 0.707 -0.074 -0.782 0.168 0.793 -0.261
1507407 1 168 3 1299 37.2 100913937 37.2 0.86 1.08 0.707 0.107 -0.773 -0.242 0.79 0.37
3140401 1 221 3 909 26.5 220913911 26.5 0.58 0.87 0.707 0.542 -0.325 -0.837 0.997 0.479
8607387 1 65 3 1029 20.2 21004138511 20.2 1.41 0 0.707 -0.74 0.075 0.664 1.741 0.381
3160802 1 189 3 936 37 202613935 37 0.93 0.91 0.707 0.279 -0.667 -0.585 0.779 0.771
1479593 1 10 3 719 31.4 11013916 31.4 0.75 1.01 0.707 -1.192 1.455 -1.58 8.366 -1.486
3147199 1 120 3 852 8 2026139111 8 0.28 0 0.707 -0.288 -0.66 0.599 0.78 -0.78
1593808 1 229 3 916 48 3500139312 48 0.4 1.42 0.707 0.608 -0.206 -0.821 1.164 0.228
5021907 1 20 3 738 26.1 15413895 26.1 1.28 0.86 0.707 -1.11 1.156 -0.936 6.397 0.002
1458542 1 51 2 753 4.6 1267139010 4.6 0.19 0.12 0.707 -0.855 0.365 0.368 2.611 0.849
4116984 1 168 4 875 35.8 355813891 35.8 1.32 1.11 0.707 0.107 -0.773 -0.242 0.79 0.37
1439047 1 103 3 1117 23.5 127913914 23.5 0.35 0.53 0.707 -0.427 -0.502 0.781 0.836 -0.758
4074283 1 97 3 855 34.2 355513861 34.2 0.53 0.92 0.707 -0.477 -0.431 0.816 0.888 -0.666
1551243 1 222 3 982 28.3 119713928 28.3 1.13 1.02 0.707 0.551 -0.311 -0.837 1.014 0.451
3139330 1 99 3 771 43 206813913 43 1.69 1.39 0.707 -0.46 -0.456 0.806 0.868 -0.702
4138964 1 102 4 894 41.8 3543138910 41.8 1.13 1.25 0.707 -0.436 -0.491 0.788 0.843 -0.746
9367702 1 85 3 876 36 2702713927 36 0 0 0.707 -0.575 -0.267 0.833 1.072 -0.361
4115464 1 95 3 814 35.8 3500138810 35.8 1.4 1.11 0.707 -0.493 -0.406 0.825 0.911 -0.626
1317168 1 150 3 950 29.2 100813859 29.2 1.19 0.86 0.707 -0.041 -0.788 0.094 0.795 -0.147
4114062 1 85 4 845 37.3 11213892 37.3 1.51 1.09 0.707 -0.575 -0.267 0.833 1.072 -0.361
2052397 1 52 3 829 31.4 213898 31.4 1.05 1 0.707 -0.847 0.343 0.395 2.535 0.824
4153751 1 14 3 724 25.4 355913903 25.4 0 0 0.707 -1.159 1.333 -1.308 7.526 -0.787
1529282 1 133 3 882 31.9 110813931 31.9 0.83 0.75 0.707 -0.181 -0.739 0.399 0.783 -0.585
1478067 1 39 3 759 33 2013916 33 0.75 0.96 0.707 -0.953 0.647 -0.022 3.723 0.978
1373410 1 159 3 859 41 106013898 41 0.97 1.16 0.707 0.033 -0.789 -0.075 0.795 0.118
1562271 1 60 3 798 38 1253139211 38 1.31 1 0.707 -0.781 0.174 0.577 2.006 0.569
8411205 1 48 3 793 37 1850913894 37 1.06 1.36 0.707 -0.879 0.432 0.283 2.853 0.915
5020318 1 214 3 957 26 154138712 26 0 0 0.707 0.485 -0.419 -0.821 0.899 0.647
1479960 1 167 3 860 30.5 110113919 30.5 1.3 0.98 0.707 0.099 -0.775 -0.224 0.791 0.343
4199908 1 32 3 814 40.5 357313933 40.5 1.39 0.96 0.707 -1.011 0.826 -0.315 4.563 0.834
5023658 1 25 3 720 42.6 154139012 42.6 0 0 0.707 -1.069 1.015 -0.658 5.568 0.455
7887723 1 143 3 1064 39.6 15539139312 39.6 1.11 1.12 0.707 -0.099 -0.775 0.224 0.791 -0.343
5021558 1 290 3 968 22.7 15413898 22.7 1.64 0.74 0.707 1.11 1.156 0.936 6.397 -0.002
7418325 1 148 3 1045 17 1304613913 17 0.33 0.42 0.707 -0.058 -0.785 0.131 0.794 -0.204
9719256 1 271 3 1003 25 139513936 25 0.81 0.74 0.707 0.953 0.647 0.022 3.723 -0.978
4194184 1 193 3 980 30.6 3609139210 30.6 0 0 0.707 0.312 -0.636 -0.638 0.783 0.801
4212187 1 242 3 1105 42.5 3589139212 42.5 1.48 1.19 0.707 0.715 0.018 -0.707 1.603 -0.264
8408718 1 96 3 848 26 1850013877 26 1.17 1.38 0.707 -0.485 -0.419 0.821 0.899 -0.647
1596992 1 28 3 745 26.4 11013937 26.4 0.73 0.84 0.707 -1.044 0.932 -0.504 5.116 0.651
7419391 1 40 3 795 30.8 13014139210 30.8 0.71 0.83 0.707 -0.945 0.622 0.015 3.615 0.983
1437742 1 154 3 1539 19 1490139210 19 0.67 0.7 0.707 -0.008 -0.79 0.019 0.795 -0.03
1310126 1 260 3 1164 23.2 109713869 23.2 1.11 0.96 0.707 0.863 0.387 -0.341 2.689 -0.873
8608095 1 291 2 1134 13 21004138711 13 0.46 0.33 0.707 1.118 1.185 0.995 6.574 0.109
1469730 1 92 3 883 38.2 15588139012 38.2 0 0 0.707 -0.518 -0.367 0.833 0.95 -0.558
6027105 1 239 3 950 33 19813915 33 0.92 1.07 0.707 0.69 -0.037 -0.744 1.48 -0.146
5633106 1 228 3 934 38 706013913 38 0 0 0.707 0.6 -0.221 -0.825 1.139 0.262
8405514 1 151 3 1123 32 1850913861 32 0.89 0 0.707 -0.033 -0.789 0.075 0.795 -0.118
1334295 1 273 3 991 29 11013877 29 0.75 0.93 0.707 0.97 0.697 0.101 3.947 -0.957
8244776 1 197 3 948 33.5 246138810 33.5 1.14 1.04 0.707 0.345 -0.602 -0.686 0.791 0.813
1434932 1 29 3 1037 36.3 110813909 36.3 1.19 1.19 0.707 -1.036 0.905 -0.455 4.973 0.704
5023222 1 19 3 707 41.1 15413907 41.1 0 0 0.707 -1.118 1.185 -0.995 6.574 -0.109
5005747 1 210 3 942 31 154138612 31 0 0 0.707 0.452 -0.467 -0.801 0.859 0.718
3890060 1 116 3 852 32 204313913 32 1.12 0.96 0.707 -0.321 -0.628 0.651 0.785 -0.806
1563356 1 61 3 777 32 126813932 32 0.83 0.86 0.707 -0.773 0.153 0.596 1.949 0.533
1354791 1 21 3 801 30.4 13213882 30.4 1.19 0.81 0.707 -1.101 1.128 -0.878 6.223 0.107
4117101 1 75 4 836 40.9 355813893 40.9 1.63 1.24 0.707 -0.658 -0.107 0.783 1.337 -0.009
1563928 1 236 3 979 52 105913943 52 1.72 1.53 0.707 0.666 -0.09 -0.774 1.371 -0.029
1566276 1 78 3 779 44.6 105913942 44.6 1.37 1.29 0.707 -0.633 -0.157 0.805 1.245 -0.121
5644563 1 62 3 917 37 722513932 37 0 0 0.707 -0.764 0.133 0.614 1.894 0.496
1563019 1 249 3 1051 41 104113938 41 1.42 1.34 0.707 0.773 0.153 -0.596 1.949 -0.533
9709470 1 212 3 1018 48 123413943 48 1.44 1.44 0.707 0.469 -0.444 -0.812 0.878 0.685
1449978 1 58 3 961 48 1159139012 48 1.75 1.55 0.707 -0.797 0.215 0.536 2.125 0.639
1308066 1 154 3 1006 25.4 13513863 25.4 0.8 0.84 0.707 -0.008 -0.79 0.019 0.795 -0.03
5015965 1 220 3 1265 36 502813902 36 1.04 1.04 0.707 0.534 -0.339 -0.836 0.98 0.506
4109277 1 115 3 859 37 3600138810 37 0 0 0.707 -0.329 -0.62 0.663 0.786 -0.809
3098559 1 300 3 1151 13.4 2084138712 13.4 0.34 0.45 0.707 1.192 1.455 1.58 8.366 1.486
6919377 1 79 3 843 39.6 245138611 39.6 1.29 0 0.707 -0.625 -0.174 0.811 1.217 -0.157
1364354 1 201 3 932 23.2 10713881 23.2 0 0 0.707 0.378 -0.565 -0.729 0.804 0.806
1514805 1 16 3 711 30 107513921 30 0.85 0.95 0.707 -1.143 1.273 -1.179 7.132 -0.491
3140610 1 19 3 842 47.3 220913914 47.3 0.71 1.42 0.707 -1.118 1.185 -0.995 6.574 -0.109
4084800 1 96 3 808 30 354813874 30 1.03 0.81 0.707 -0.485 -0.419 0.821 0.899 -0.647
1472125 1 119 3 817 33 133613893 33 1.16 0.77 0.707 -0.296 -0.652 0.612 0.781 -0.788
1597936 1 102 3 816 34.09 132139311 34.09 1.29 0.99 0.707 -0.436 -0.491 0.788 0.843 -0.746
4164796 1 13 4 752 23.2 353313914 23.2 0 0.74 0.707 -1.167 1.363 -1.374 7.729 -0.948
